Id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,isSender
17652,-1.3997528553009033,0.03855143114924431,-0.6641223430633545,-0.1609245389699936,0.46527352929115295,-0.32925179600715637,0.11736924201250076,-0.07637389749288559,-0.1188911646604538,-0.09162165224552155,False
6721,-1.3994284868240356,-0.28685927391052246,-0.7648672461509705,0.621644139289856,-0.3634810447692871,-0.05649982765316963,0.11735660582780838,0.001484018750488758,0.027110207825899124,-0.05723368003964424,False
7975,-0.8291637301445007,-0.0067206863313913345,-0.9246572256088257,-0.34856051206588745,-0.42831626534461975,-0.040346626192331314,-0.4267670810222626,-0.019725950434803963,0.19574128091335297,0.03740200772881508,True
146,-0.6863787770271301,-0.07155360281467438,0.46918702125549316,0.36390307545661926,-0.38331782817840576,-0.039351291954517365,0.14780299365520477,-0.07245591282844543,-0.12515319883823395,-0.05953080579638481,False
3647,1.820496916770935,-0.18500946462154388,-0.6640671491622925,-0.04423673078417778,-0.3636554479598999,-0.021797627210617065,0.011214790865778923,-0.09370440989732742,-0.1264742761850357,-0.05684645101428032,False
23459,-2.3872451782226562,0.5587633848190308,0.6490293145179749,0.6213372349739075,0.023383067920804024,-0.0019475915469229221,0.22387264668941498,-0.08089834451675415,-0.12001029402017593,-0.057287219911813736,False
1351,2.0394842624664307,0.13106794655323029,0.08308570832014084,-0.055964890867471695,-0.5446469783782959,0.13314856588840485,0.22123004496097565,-0.006477758288383484,-0.16544555127620697,0.10730156302452087,True
40039,-1.0393728017807007,-0.3629781901836395,-0.7443763613700867,-1.6315428018569946,-0.8239314556121826,0.13314856588840485,-1.2616599711686969,-0.1776846741713687,-1.061773631490835,-0.585716399821095,False
190,1.9613945484161377,0.3560831844806671,1.5279818586384848,1.9322118759155273,0.5298767685890198,-0.42090386152267456,-1.2553240060806274,-0.17768417298793793,1.1783732175827026,-0.585716399821095,True
11498,-0.893414318561554,-0.1408156305551529,0.6479043364524841,0.2332952618598938,0.9458694458007812,1.13743257522583,0.1351345330476761,-0.010772639885544777,0.16992737352848053,-0.057066041976213455,True
729,-1.398437738418579,-0.3445100486278534,-0.6178529262542725,0.3642852306365967,0.4651852250099182,-0.0019109059358015656,0.13506227731704712,-0.007708870805799961,0.008306988514959812,-0.05693719536066055,True
3701,2.0322177410125732,0.10083872824907303,-0.754846453666687,0.22227780520915985,-0.5890756845474243,0.7584433555603027,0.23500120639801025,-0.01970929466187954,-0.16660673916339874,0.07189363986253738,True
29064,2.0326409339904785,0.15064892172813416,-0.6018609404563904,-0.04475092142820358,0.06939856708049774,0.01606537215411663,0.3100529909133911,-0.007602732162922621,-0.2058367133140564,0.10172444581985474,False
15913,1.813833475112915,0.03303740918636322,0.636169970035553,-0.0442902147769928,0.34760117530822754,0.11727942526340485,0.2212418168783188,-0.09362673759460449,-0.03621172159910202,-0.047570277005434036,False
17299,-1.2448015213012695,-0.18579170107841492,-0.6675009727478027,0.221847802400589,0.07175514101982117,-0.3620605766773224,0.22386983036994934,-0.019699852913618088,-0.010277697816491127,-0.058411452919244766,False
1301,-0.8339025974273682,0.032644085586071014,-0.665719747543335,0.30322808027267456,0.1626817286014557,-0.2590107023715973,-0.36250168085098267,-0.007854786701500416,0.027409235015511513,-0.04906787723302841,True
3420,2.0319440364837646,0.1170065626502037,-0.6793107986450195,-0.20721864700317383,-0.38353821635246277,-0.043030936270952225,0.31006768345832825,-0.08442700654268265,-0.2945307791233063,0.1112501472234726,True
3905,1.8248885869979858,-0.007503846660256386,-0.6641753911972046,-0.203218474984169,0.5100257396697998,-0.35998156666755676,-0.4336344599723816,-0.09764574468135834,0.016064045950770378,-0.20691736042499542,False
12268,1.8878157138824463,-0.09298974275588989,0.7990856170654297,0.30783405900001526,0.486227422952652,-0.32120203971862793,-0.4208926558494568,-0.1178295761346817,0.2350357621908188,-0.11286520212888718,False
40919,-3.381284475326538,-0.36658838391304016,-0.9386065602302551,-1.6440866611295493,-1.0757300853729248,1.3359618035625722,-1.2616599711686969,-0.1776846741713687,-1.061773631490835,-0.585716399821095,False
30482,1.843398094177246,0.08575057983398438,-0.9385916590690613,-1.641258716583252,-0.8239131569862366,0.19992585480213165,-0.3054475784301758,0.0011849278816953301,0.7328853011131287,-0.09330449998378754,False
24229,-1.4568153619766235,-0.361846387386322,0.07948177307844162,0.36420682072639465,-0.42775583267211914,0.09118132293224335,0.20616284012794495,-0.006480802781879902,0.016030309721827507,-0.05832691863179207,False
1176,-0.980226993560791,-0.03482421860098839,0.46802687644958496,-0.3484836518764496,-0.3832666873931885,-0.2586706280708313,0.22130076587200165,-0.08864650130271912,-0.03728492558002472,-0.05612926557660103,False
34048,2.0252530574798584,0.10346131771802902,0.6513127684593201,0.09865826368331909,-0.5462191700935364,0.13314856588840485,0.3277696669101715,-0.0855373814702034,-0.16639947891235352,0.0645630806684494,True
1318,1.9837496280670166,0.08680093288421631,-0.6051198244094849,-0.20697999000549316,-0.3832906186580658,0.037991855293512344,0.13506639003753662,-0.07639807462692261,0.010104097425937653,-0.055417656898498535,True
5970,-0.8978525400161743,-0.2296234369277954,0.05678103119134903,0.3650144636631012,0.024811703711748123,-0.012943172827363014,0.22126315534114838,-0.010643932968378067,0.015864195302128792,-0.057293329387903214,True
33691,-1.400932788848877,0.17064431309700012,-0.9382492899894714,-1.5923058986663818,-1.075329065322876,1.2350119352340698,-0.45133647322654724,-0.07640993595123291,1.1759696006774902,-0.08640089631080627,False
16804,-0.9090995788574219,-0.14775151014328003,0.47806665301322937,0.10005420446395874,0.8384200930595398,0.17246250808238983,0.22387075424194336,-0.007593033369630575,0.016041548922657967,-0.057049866765737534,True
2080,-1.1978209018707275,0.03018735535442829,-0.605503499507904,0.22551406919956207,0.9458732604980469,0.7887815237045288,0.20624418556690216,-0.07634633034467697,-0.03616151213645935,0.0642487183213234,False
27631,1.813982605934143,-0.30141782760620117,-0.6032541990280151,0.2234218865633011,0.30440419912338257,0.16639766097068787,0.13514961302280426,-0.019044388085603714,0.03400095924735069,-0.058245595544576645,False
40919,-3.369520902633667,-0.36658838391304016,-0.937952995300293,-1.6440866611295493,-1.0757300853729248,1.3346552848815918,-1.2616599711686969,-0.1776846741713687,-1.061773631490835,-0.585716399821095,False
2963,-1.4072412252426147,0.025001905858516693,-0.6669588088989258,0.22188416123390198,0.052397649735212326,-0.3511841893196106,0.11735331267118454,-0.010645418427884579,-0.019994566217064857,-0.056218381971120834,False
15689,-1.401218056678772,-0.27082720398902893,-0.6645984649658203,0.4801613986492157,-0.38372641801834106,-0.013122109696269035,0.14782382547855377,-0.08037709444761276,-0.008884093724191189,-0.056578684598207474,False
16628,-0.7096607685089111,-0.010303985327482224,-0.5998516082763672,0.3032061457633972,0.018402820453047752,-0.25916916131973267,0.11740045994520187,-0.01970064640045166,-0.031658101826906204,-0.047688212245702744,False
6286,2.026838779449463,0.04643578454852104,0.6366867423057556,-0.20735053718090057,0.022078540176153183,-0.013155733235180378,0.32777509093284607,-0.08848085254430771,-0.5885937213897705,0.07201682031154633,True
16299,-0.8549589514732361,0.0794144943356514,-0.6018609404563904,-0.47806620597839355,0.34812870621681213,-0.3204340636730194,-0.4335706830024719,-0.07242836058139801,-0.03612026944756508,-0.09640461951494217,False
357,-1.454129934310913,-0.34769710898399353,0.6001231670379639,0.45905792713165283,-0.4278733730316162,-0.0018827044405043125,0.11735682189464569,0.0014200127916410565,0.18002605438232422,0.03758299723267555,True
1311,-1.4569984674453735,-0.29584866762161255,0.6191660761833191,-0.2932952046394348,0.06727000325918198,-0.013109355233609676,0.20616310834884644,-0.010660290718078613,-0.03058535046875477,-0.057751141488552094,False
1722,1.8173061609268188,-0.27052730321884155,0.634831964969635,0.47961366176605225,0.4658009707927704,-0.0019473520806059241,0.054745063185691833,-0.08998759835958481,0.23465320467948914,-0.061452656984329224,True
125,-1.418999195098877,-0.31152692437171936,-0.7497819066047668,0.48088282346725464,-0.3833640217781067,-0.0022112575825303793,0.11736531555652618,0.0014670816017314792,0.010421990416944027,-0.04987463355064392,True
35565,-0.6805351376533508,-0.017114805057644844,-0.938598096370697,-1.5930969715118408,-0.9642046093940735,1.210976481437683,-0.3229937255382538,-0.020322289317846298,0.7822035551071167,0.03636479005217552,False
18714,-1.4006223678588867,0.022115245461463928,0.599543571472168,-0.15203021466732025,0.023444391787052155,0.0055684358812868595,0.12803338468074799,-0.08546049892902374,0.18791377544403076,-0.08539219200611115,True
11409,-1.4516106843948364,-0.1971818059682846,-0.5941261053085327,0.6201857924461365,-0.36357221007347107,-0.0019222135888412595,0.1756288707256317,-0.0655122771859169,-0.03060242161154747,-0.05719275772571564,False
117,-1.1978310346603394,0.024279553443193436,0.6197885274887085,-1.1858798265457153,0.2629886269569397,-0.2586890161037445,0.038659218698740005,-0.08849436789751053,0.2067139595746994,-0.09328623861074448,True
3685,-1.400429606437683,-0.23164696991443634,-0.2004636973142624,0.47898975014686584,-0.3676753342151642,0.16616041958332062,0.1628962755203247,-0.07241229712963104,0.016040191054344177,-0.04921851307153702,True
40919,-1.4608436822891235,24.106088638305664,-0.9386065602302551,-1.6440695524215698,-1.0757300853729248,1.3359618035625722,-1.261552095413208,1.3828163146972656,1.1789033044753638,-0.3154553174972534,False
1702,-0.8929136991500854,-0.08340619504451752,0.724880576133728,0.3121471107006073,-0.38317254185676575,0.08998149633407593,0.021004876121878624,-0.0855373814702034,0.010376153513789177,-0.04921851307153702,True
23468,-0.6524004936218262,0.08639735728502274,0.6388421058654785,0.47914549708366394,-0.4278050661087036,0.024980243295431137,0.1173630952835083,-0.07638446986675262,-0.15778161585330963,-0.0703824907541275,False
25883,-1.253613829612732,-0.3095933198928833,-0.10776875913143158,-0.045345552265644073,0.9799813628196716,1.3238853216171265,0.021008221432566643,-0.006477507296949625,0.24569599330425262,-0.05692697688937187,False
10739,-0.8903587460517883,-0.26766085624694824,0.5871511697769165,0.3719889521598816,0.30614084005355835,-0.17845720052719116,0.13506637513637543,-0.010632852092385292,-0.010264045558869839,-0.08375087380409241,False
12356,-1.4334979057312012,-0.3415873646736145,-0.6152600049972534,0.48146143555641174,0.30426162481307983,-0.012715260498225689,0.1477927267551422,-0.0005699775065295398,0.01604895107448101,-0.0570717491209507,False
40919,-1.4594333171844482,2.2093613147735596,-0.9386065602302551,-1.6390942335128784,-1.0757300853729248,1.3359618035625722,-1.2180732488632202,1.2944947481155396,1.1789033044753638,-0.23558442294597626,False
876,-1.3652276992797852,0.0794144943356514,-0.9254002571105957,-0.2993963956832886,-0.5905042290687561,0.08985382318496704,0.02104572020471096,-0.019714072346687317,0.21527829766273499,-0.08511494845151901,True
25435,-1.4584417343139648,-0.3348050117492676,0.6349825263023376,0.3739056885242462,0.3531297743320465,-0.2162151038646698,0.22123950719833374,-0.01125373411923647,-0.11882571876049042,-0.04908829554915428,False
19333,1.9644074440002441,0.03541556000709534,-0.6677451133728027,0.10484108328819275,0.34864211082458496,-0.012710493057966232,0.23898988962173462,-0.08442700654268265,-0.12454544007778168,0.026334211230278015,False
15755,2.0318617820739746,0.2100619077682495,-0.0703941211104393,-0.15203021466732025,0.3092646896839142,-0.2180757075548172,0.32778793573379517,-0.0855373814702034,-0.17134106159210205,0.037317514419555664,False
1432,-1.4521909952163696,-0.013613041490316391,0.6286917924880981,0.3031204342842102,0.3332865536212921,-0.09623058885335922,0.13506795465946198,-0.08442700654268265,-0.019551608711481094,-0.08523626625537872,False
12584,1.8120867013931274,-0.023841261863708496,0.6354766488075256,-0.04333601891994476,-0.4275931119918823,-0.013104161247611046,0.12769782543182373,-0.09377589821815491,-0.018307510763406754,0.05534571781754494,False
10933,-0.891893208026886,-0.189839705824852,0.07859624922275543,0.22237646579742432,-0.3634662926197052,-0.1347445547580719,0.1350632905960083,-0.07247306406497955,0.015481340698897839,0.028203126043081284,False
775,1.9663856029510498,0.012907194904983044,-0.06958416104316711,-0.34851008653640747,0.30265507102012634,0.1311207264661789,0.20622915029525757,-0.006478549912571907,0.007184440735727549,-0.047651685774326324,True
32781,2.052544593811035,0.4660024046897888,-0.7680227160453796,-0.2932952046394348,0.5046562552452087,-0.14254845678806305,0.3278193175792694,-0.07635755091905594,-0.9981905221939087,0.5801538825035095,False
1687,-1.4568469524383545,-0.11012712866067886,-0.07045686990022659,0.6213366389274597,-0.4280276298522949,0.02985488995909691,0.03866332769393921,-0.07243472337722778,0.010437644086778164,-0.057093799114227295,False
