timeIndicator,Id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,isSender
2.0,sdv-id-acgaWa,-0.4460413455963135,-0.36916297674179077,0.36183565855026245,0.29076671600341797,-0.21170413494110107,-0.12758764624595642,0.6794294118881226,0.024339750409126282,1.1968472003936768,-0.1413566768169403,1
3372.0,sdv-id-acgaWa,-0.2877223491668701,-0.36773452162742615,0.3713828921318054,0.29080045223236084,-0.21261322498321533,-0.12757891416549683,0.7042649984359741,-0.1060570478439331,1.1910953521728516,-0.1742604672908783,1
7712.0,sdv-id-acgaWa,-0.3186371326446533,-0.36753273010253906,0.3627697825431824,0.29078149795532227,-0.21261024475097656,-0.1275019347667694,0.665410041809082,0.0003537982702255249,1.1918346881866455,-0.14940857887268066,1
8076.0,sdv-id-acgaWa,-0.6718871593475342,-0.3690280020236969,0.36796683073043823,0.2907698154449463,-0.21306872367858887,-0.12751394510269165,0.6935009956359863,-0.35531026124954224,1.1940886974334717,-0.16255930066108704,1
10150.0,sdv-id-acgaWa,-0.9726669788360596,-0.3680799603462219,0.36157768964767456,0.29071855545043945,-0.2112807035446167,-0.12753963470458984,0.6642543077468872,0.04274150729179382,1.188124656677246,-0.1525760293006897,1
10455.0,sdv-id-acgaWa,-0.14181232452392578,-0.3700299859046936,0.361699640750885,0.29056501388549805,-0.21644246578216553,-0.12757188081741333,0.642582893371582,-0.41780227422714233,1.1570143699645996,-0.1395365595817566,1
11114.0,sdv-id-acgaWa,-1.0041730403900146,-0.3680296540260315,0.3687242865562439,0.290735125541687,-0.2173621654510498,-0.12758129835128784,0.7088127136230469,-0.476313054561615,1.1708948612213135,-0.19660645723342896,1
14160.0,sdv-id-acgaWa,0.21081757545471191,-0.36569643020629883,0.3658444285392761,0.29060232639312744,-0.2232816219329834,-0.12748858332633972,0.6842584609985352,-0.3712869882583618,1.1824443340301514,-0.1897537112236023,1
18143.0,sdv-id-acgaWa,-0.9158306121826172,-0.36580121517181396,0.3699735999107361,0.29078400135040283,-0.25778889656066895,-0.1275019347667694,0.6930264234542847,-0.4601180851459503,1.150230884552002,-0.17960917949676514,1
18733.0,sdv-id-acgaWa,-0.45992231369018555,-0.367525190114975,0.3619644045829773,0.29066967964172363,-0.2147068977355957,-0.1274728775024414,0.7028816938400269,-0.48008227348327637,1.1855144500732422,-0.15571150183677673,1
22266.0,sdv-id-acgaWa,-0.42957520484924316,-0.369193971157074,0.36070317029953003,0.2906794548034668,-0.22807323932647705,-0.12756189703941345,0.6269506216049194,-0.4890078604221344,1.1715445518493652,-0.1477433443069458,1
25270.0,sdv-id-acgaWa,-0.38669919967651367,-0.36883947253227234,0.3726043105125427,0.2906612157821655,-0.23161005973815918,-0.12757018208503723,0.7039226293563843,-0.46782585978507996,1.1565349102020264,-0.19033607840538025,1
55367.0,sdv-id-acgaWa,-0.7519121170043945,-0.3661240339279175,0.3641759753227234,0.2906724214553833,-0.23614919185638428,-0.1274849772453308,0.7086766958236694,-0.31588810682296753,1.173572063446045,-0.16455256938934326,1
55804.0,sdv-id-acgaWa,-0.7119810581207275,-0.3674165904521942,0.3730718493461609,0.2906230688095093,-0.23853087425231934,-0.12749558687210083,0.6908501386642456,-0.5064277648925781,1.1680548191070557,-0.1833288073539734,1
67591.0,sdv-id-acgaWa,-0.9719984531402588,-0.3682614266872406,0.36824876070022583,0.2906562089920044,-0.2193373441696167,-0.12749186158180237,0.6913672685623169,-0.4608389735221863,1.180845022201538,-0.1970295011997223,1
72190.0,sdv-id-acgaWa,-0.1453721523284912,-0.36964285373687744,0.361656129360199,0.2904951572418213,-0.23568451404571533,-0.12751781940460205,0.6655774116516113,-0.512671947479248,1.136598825454712,-0.16774263978004456,1
79524.0,sdv-id-acgaWa,-0.9144635200500488,-0.36872178316116333,0.37008875608444214,0.2905164957046509,-0.2308518886566162,-0.12756818532943726,0.7101923227310181,-0.5144826769828796,1.14381742477417,-0.1912865936756134,1
80951.0,sdv-id-acgaWa,-0.4892387390136719,-0.3648596405982971,0.36591631174087524,0.2904731035232544,-0.28078144788742065,-0.12748384475708008,0.7115377187728882,-0.5059760212898254,1.1700506210327148,-0.2143842875957489,1
94076.0,sdv-id-acgaWa,-0.44851231575012207,-0.3663366436958313,0.3714236617088318,0.2906726598739624,-0.27580857276916504,-0.12751010060310364,0.6670573949813843,-0.5165644884109497,1.1432597637176514,-0.20537877082824707,1
2.0,sdv-id-acgaWa,-0.7569174766540527,-0.3680368661880493,0.37041693925857544,0.29058563709259033,-0.2314910888671875,-0.12746509909629822,0.7090251445770264,-0.5128620862960815,1.1675472259521484,-0.19676464796066284,1
3372.0,sdv-id-acgaWa,-0.31703758239746094,-0.3686324954032898,0.3637637495994568,0.2906477451324463,-0.25056612491607666,-0.1275109052658081,0.6938289403915405,-0.5078940391540527,1.1551368236541748,-0.1766490936279297,1
7712.0,sdv-id-acgaWa,-0.6076257228851318,-0.3695385754108429,0.3683850169181824,0.29048144817352295,-0.23274683952331543,-0.12755995988845825,0.7013078927993774,-0.4975862205028534,1.1590025424957275,-0.16287285089492798,1
8076.0,sdv-id-acgaWa,-0.8519508838653564,-0.3642764389514923,0.36804693937301636,0.29048943519592285,-0.28099530935287476,-0.1274828016757965,0.7100405693054199,-0.49440473318099976,1.162456750869751,-0.1995987594127655,1
10150.0,sdv-id-acgaWa,-0.6913042068481445,-0.3676320016384125,0.3722911477088928,0.29056036472320557,-0.25825387239456177,-0.12748563289642334,0.6734130382537842,-0.517079770565033,1.1586077213287354,-0.20971432328224182,1
10455.0,sdv-id-acgaWa,-1.2389299869537354,-0.3669332265853882,0.36918169260025024,0.29062414169311523,-0.2412744164466858,-0.12747082114219666,0.6829646825790405,-0.5135974884033203,1.1613383293151855,-0.21160337328910828,1
11114.0,sdv-id-acgaWa,-0.4854929447174072,-0.3683009445667267,0.3621637225151062,0.29060399532318115,-0.2854015827178955,-0.12748658657073975,0.6500939130783081,-0.5157528519630432,1.1433839797973633,-0.20337721705436707,1
14160.0,sdv-id-acgaWa,-0.4722137451171875,-0.3694884181022644,0.3654783368110657,0.2904566526412964,-0.2643151879310608,-0.1275402009487152,0.694805383682251,-0.5057032108306885,1.1499898433685303,-0.18968522548675537,1
18143.0,sdv-id-acgaWa,-0.8855278491973877,-0.3643953800201416,0.3688003420829773,0.2904900312423706,-0.30206334590911865,-0.12748602032661438,0.7028433084487915,-0.5085709095001221,1.1476430892944336,-0.21039196848869324,1
18733.0,sdv-id-acgaWa,-0.7301640510559082,-0.366301566362381,0.37055033445358276,0.29055988788604736,-0.286950945854187,-0.12747812271118164,0.6801109313964844,-0.5165860056877136,1.1494600772857666,-0.21769902110099792,1
22266.0,sdv-id-acgaWa,-1.2157232761383057,-0.36656245589256287,0.3712485432624817,0.29060089588165283,-0.28296124935150146,-0.12746629118919373,0.6963592767715454,-0.5169606804847717,1.1542267799377441,-0.21234843134880066,1
2.0,sdv-id-WxIfdg,-1.8199580907821655,-0.36969321966171265,0.41197389364242554,-0.3535442352294922,0.08816695213317871,-0.40763145685195923,0.46226298809051514,-0.7264247536659241,0.5923948287963867,0.4510946273803711,1
3372.0,sdv-id-WxIfdg,-1.870363473892212,-0.3697066605091095,0.4123244881629944,-0.3535045385360718,0.08798813819885254,-0.4076313376426697,0.5555602312088013,-0.6933528184890747,0.5319130420684814,0.4490913152694702,1
7712.0,sdv-id-WxIfdg,-1.9022815227508545,-0.3697177767753601,0.41200941801071167,-0.353529691696167,0.0878678560256958,-0.4076317250728607,0.4265793561935425,-0.6102538108825684,0.5182533264160156,0.448003888130188,1
8076.0,sdv-id-WxIfdg,-1.8808799982070923,-0.3697076141834259,0.4119258522987366,-0.35356318950653076,0.08800709247589111,-0.40763160586357117,0.5594081878662109,-0.7674867510795593,0.5369092226028442,0.45408427715301514,1
10150.0,sdv-id-WxIfdg,-1.835830807685852,-0.36975446343421936,0.41207247972488403,-0.35351037979125977,0.08950221538543701,-0.4076317250728607,0.4709949493408203,-0.5412827134132385,0.5154480934143066,0.45183825492858887,1
10455.0,sdv-id-WxIfdg,-1.9339035749435425,-0.36975932121276855,0.41192716360092163,-0.353593111038208,0.08714747428894043,-0.4076310992240906,0.3821108341217041,-0.8378458619117737,0.5053895711898804,0.4455300569534302,0
11114.0,sdv-id-WxIfdg,-1.942068338394165,-0.3697585463523865,0.4119189381599426,-0.35356926918029785,0.08715951442718506,-0.40763190388679504,0.4065662622451782,-0.845295786857605,0.5055638551712036,0.44548141956329346,1
14160.0,sdv-id-WxIfdg,-1.943910837173462,-0.3697599172592163,0.41197556257247925,-0.3535749912261963,0.08711886405944824,-0.40763193368911743,0.3839782476425171,-0.8140398263931274,0.5050128698348999,0.4454042911529541,1
18143.0,sdv-id-WxIfdg,-1.9354108572006226,-0.36972564458847046,0.4118935465812683,-0.353579044342041,0.08712959289550781,-0.40763187408447266,0.4166508913040161,-0.8300927877426147,0.5067631006240845,0.4456979036331177,0
18733.0,sdv-id-WxIfdg,-1.9347777366638184,-0.3697625696659088,0.4119345545768738,-0.35355448722839355,0.08715808391571045,-0.40763190388679504,0.4208117723464966,-0.8453655242919922,0.5046036243438721,0.44581568241119385,0
22266.0,sdv-id-WxIfdg,-1.9433491230010986,-0.36975014209747314,0.41191011667251587,-0.3535959720611572,0.08711564540863037,-0.40763142704963684,0.3814586400985718,-0.8366079926490784,0.5048007965087891,0.44540178775787354,0
25270.0,sdv-id-WxIfdg,-1.9431151151657104,-0.36976054310798645,0.41190141439437866,-0.35359346866607666,0.08711719512939453,-0.4076317846775055,0.382293701171875,-0.8457848429679871,0.504257321357727,0.44540154933929443,0
2.0,sdv-id-FLNNwb,-0.7354660034179688,-0.37113454937934875,0.3347265124320984,0.057023048400878906,-0.3422989845275879,0.33199620246887207,0.13909733295440674,-0.19111700356006622,0.5767170190811157,-0.01759713888168335,0
3372.0,sdv-id-FLNNwb,-0.8552815914154053,-0.3710581362247467,0.37520307302474976,0.05724036693572998,-0.3478410840034485,0.33199721574783325,0.14639925956726074,-0.13376162946224213,0.5588124990463257,-0.02269655466079712,1
7712.0,sdv-id-FLNNwb,-0.8317992687225342,-0.3716343939304352,0.34563857316970825,0.05699574947357178,-0.37614500522613525,0.331994891166687,0.11022758483886719,-0.21229135990142822,0.5358487367630005,-0.023567616939544678,1
8076.0,sdv-id-FLNNwb,-0.7520151138305664,-0.37047258019447327,0.33437079191207886,0.056997060775756836,-0.3913096785545349,0.33199214935302734,0.19702911376953125,-0.2797885537147522,0.5531188249588013,-0.003406226634979248,1
10150.0,sdv-id-FLNNwb,-0.7452819347381592,-0.3722653090953827,0.3315884470939636,0.05714237689971924,-0.30555927753448486,0.331991970539093,0.15305805206298828,0.09574797749519348,0.5021734237670898,-0.010860681533813477,1
10455.0,sdv-id-FLNNwb,-0.7030882835388184,-0.37245845794677734,0.34356003999710083,0.056838035583496094,-0.2825486660003662,0.3320167660713196,0.10521054267883301,-0.0864512175321579,0.545995831489563,-3.4332275390625e-05,1
11114.0,sdv-id-FLNNwb,-0.8430914878845215,-0.3717780113220215,0.3727838397026062,0.05735301971435547,-0.28564149141311646,0.3319823741912842,0.2732679843902588,-0.4177579879760742,0.5892539024353027,-0.030850350856781006,1
14160.0,sdv-id-FLNNwb,-0.461395263671875,-0.3723902702331543,0.36165350675582886,0.05707144737243652,-0.35470807552337646,0.332000195980072,0.1265099048614502,-0.11613759398460388,0.5793529748916626,-0.03293466567993164,1
18143.0,sdv-id-FLNNwb,-0.2999265193939209,-0.3659772276878357,0.3233349919319153,0.05734705924987793,-0.3685644268989563,0.33198440074920654,0.2238849401473999,-0.011403292417526245,0.5925118923187256,-0.018528103828430176,1
18733.0,sdv-id-FLNNwb,-0.8719489574432373,-0.3724634051322937,0.32761937379837036,0.057244300842285156,-0.28644120693206787,0.33202117681503296,0.3175394535064697,0.02544867992401123,0.5044302940368652,0.026897549629211426,0
