timeIndicator,source_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,transaction_clusters,source_id_0,source_id_1,source_id_2,source_id_3,source_id_4,target_id_0,target_id_1,target_id_2,target_id_3,target_id_4
2430.0,sdv-id-dcPDzK,3.0615313053131104,11.552063941955566,0.32132822275161743,0.41167330741882324,0.029907703399658203,0.42712074518203735,0.4168788194656372,0.5768979787826538,0.9448926448822021,0.10676997900009155,0,1.6650806665420532,0.4574272632598877,0.3569469451904297,0.7976174354553223,0.06946110725402832,1.717294454574585,0.3546483516693115,0.11058902740478516,0.608626127243042,0.37680840492248535
2993.0,sdv-id-dcPDzK,2.8882105350494385,11.848043441772461,0.30316048860549927,0.47461915016174316,0.04118090867996216,0.42275023460388184,0.4141831398010254,0.5871254205703735,0.9489789009094238,0.10135722160339355,3,1.6650806665420532,0.4574272632598877,0.3569469451904297,0.7976174354553223,0.06946110725402832,1.7625772953033447,0.36740708351135254,0.06354451179504395,0.7274847030639648,0.3321201801300049
3200.0,sdv-id-dcPDzK,3.1154720783233643,11.552151679992676,0.2831067442893982,0.4246046543121338,0.010753989219665527,0.4320026636123657,0.39104318618774414,0.573498010635376,0.8797154426574707,0.0682254433631897,0,1.6650806665420532,0.4574272632598877,0.3569469451904297,0.7976174354553223,0.06946110725402832,1.7631579637527466,0.4877943992614746,0.10240602493286133,0.7340133190155029,0.49306344985961914
5235.0,sdv-id-dcPDzK,2.7706968784332275,11.321893692016602,0.3245308995246887,0.3725109100341797,0.059483230113983154,0.4016955494880676,0.42228567600250244,0.5761175751686096,0.9949965476989746,0.10333681106567383,7,1.6650806665420532,0.4574272632598877,0.3569469451904297,0.7976174354553223,0.06946110725402832,1.7679078578948975,0.43518614768981934,0.043302297592163086,0.6974601745605469,0.37903523445129395
6215.0,sdv-id-dcPDzK,2.5962765216827393,11.199334144592285,0.2929767966270447,0.33039557933807373,0.014136850833892822,0.3833458423614502,0.3736616373062134,0.5882905125617981,0.9503774642944336,0.12102609872817993,5,1.6650806665420532,0.4574272632598877,0.3569469451904297,0.7976174354553223,0.06946110725402832,1.7465271949768066,0.3748605251312256,0.03190922737121582,0.7153527736663818,0.4490692615509033
6897.0,sdv-id-dcPDzK,2.767328977584839,11.230137825012207,0.2695217728614807,0.45983219146728516,-0.0009499192237854004,0.40027737617492676,0.41419386863708496,0.5839548110961914,0.8621971607208252,0.09781593084335327,6,1.6650806665420532,0.4574272632598877,0.3569469451904297,0.7976174354553223,0.06946110725402832,1.7414437532424927,0.5643954277038574,0.05925869941711426,0.6058604717254639,0.32038211822509766
7822.0,sdv-id-dcPDzK,2.9392101764678955,11.255940437316895,0.3219999670982361,0.4089779853820801,0.0011091232299804688,0.42989617586135864,0.434930682182312,0.5942611694335938,0.9061933755874634,0.09079569578170776,7,1.6650806665420532,0.4574272632598877,0.3569469451904297,0.7976174354553223,0.06946110725402832,1.6888524293899536,0.2845876216888428,0.10035157203674316,0.7062473297119141,0.44904017448425293
8650.0,sdv-id-dcPDzK,2.9505107402801514,11.47349739074707,0.2729114890098572,0.4024012088775635,0.05474746227264404,0.4026332497596741,0.46048641204833984,0.5815398097038269,0.946230411529541,0.08863496780395508,0,1.6650806665420532,0.4574272632598877,0.3569469451904297,0.7976174354553223,0.06946110725402832,1.7130112648010254,0.3298532962799072,-0.07061362266540527,0.5191247463226318,0.3667309284210205
2430.0,sdv-id-xopnEA,3.1845600605010986,11.451769828796387,0.3490374684333801,0.3926832675933838,0.0527835488319397,0.42805445194244385,0.48368310928344727,0.6037591695785522,0.9133484363555908,0.09591370820999146,0,1.7417415380477905,0.3526632785797119,0.3044736385345459,0.4139523506164551,0.05649995803833008,1.7529891729354858,0.27343201637268066,0.15545058250427246,0.43045687675476074,0.21152210235595703
2993.0,sdv-id-xopnEA,3.011457681655884,11.75397777557373,0.33077162504196167,0.4551119804382324,0.06429433822631836,0.42380523681640625,0.48084723949432373,0.6144465804100037,0.9176455736160278,0.09042990207672119,3,1.7417415380477905,0.3526632785797119,0.3044736385345459,0.4139523506164551,0.05649995803833008,1.7972474098205566,0.2865009307861328,0.11073827743530273,0.5473194122314453,0.1690967082977295
3200.0,sdv-id-xopnEA,3.238421678543091,11.45248794555664,0.31064683198928833,0.40548157691955566,0.033203303813934326,0.43284356594085693,0.4563804864883423,0.6001651287078857,0.8456287384033203,0.05710691213607788,0,1.7417415380477905,0.3526632785797119,0.3044736385345459,0.4139523506164551,0.05649995803833008,1.7977583408355713,0.40886354446411133,0.1477339267730713,0.5538182258605957,0.3219294548034668
5235.0,sdv-id-xopnEA,2.8945252895355225,11.216758728027344,0.3522750735282898,0.3538895845413208,0.08299475908279419,0.4031831622123718,0.4893742799758911,0.6029496192932129,0.9653241634368896,0.09242767095565796,7,1.7417415380477905,0.3526632785797119,0.3044736385345459,0.4139523506164551,0.05649995803833008,1.802480936050415,0.35537219047546387,0.09163212776184082,0.5180304050445557,0.21359801292419434
6215.0,sdv-id-xopnEA,2.72050404548645,11.09205150604248,0.32054251432418823,0.31217217445373535,0.03666698932647705,0.38523340225219727,0.4380689859390259,0.6156795620918274,0.918999433517456,0.11024326086044312,5,1.7417415380477905,0.3526632785797119,0.3044736385345459,0.4139523506164551,0.05649995803833008,1.7814340591430664,0.29396843910217285,0.08073830604553223,0.5355629920959473,0.2799832820892334
6897.0,sdv-id-xopnEA,2.890972375869751,11.122706413269043,0.2970075011253357,0.44043540954589844,0.021220266819000244,0.4018298387527466,0.4807628393173218,0.6111708283424377,0.827485203742981,0.08689874410629272,6,1.7417415380477905,0.3526632785797119,0.3044736385345459,0.4139523506164551,0.05649995803833008,1.7765271663665771,0.4866461753845215,0.10673666000366211,0.42781877517700195,0.15790796279907227
7822.0,sdv-id-xopnEA,3.062528371810913,11.149136543273926,0.3497653603553772,0.3900740146636963,0.023355424404144287,0.4307796359062195,0.5027575492858887,0.6219116449356079,0.873102068901062,0.079803466796875,7,1.7417415380477905,0.3526632785797119,0.3044736385345459,0.4139523506164551,0.05649995803833008,1.7252721786499023,0.20239639282226562,0.14574074745178223,0.526477575302124,0.2801017761230469
8650.0,sdv-id-xopnEA,3.073798418045044,11.3714599609375,0.3004193902015686,0.3835580348968506,0.07818382978439331,0.4041237235069275,0.5297625064849854,0.6086357831954956,0.9147804975509644,0.0776488184928894,0,1.7417415380477905,0.3526632785797119,0.3044736385345459,0.4139523506164551,0.05649995803833008,1.748785138130188,0.24840974807739258,-0.01659870147705078,0.34261369705200195,0.20196247100830078
2430.0,sdv-id-kirpgT,2.8148434162139893,11.311593055725098,0.38301461935043335,0.3653547763824463,0.058329641819000244,0.42407363653182983,0.46478986740112305,0.6293886303901672,0.9626319408416748,0.0811052918434143,0,1.8067208528518677,0.3109626770019531,0.3078606128692627,0.8714518547058105,0.2005319595336914,1.7222917079925537,0.4125800132751465,0.31935763359069824,0.4222075939178467,0.197798490524292
2993.0,sdv-id-kirpgT,2.6482293605804443,11.633481979370117,0.36492711305618286,0.4276401996612549,0.0696108341217041,0.41989463567733765,0.46193814277648926,0.6401461958885193,0.9667599201202393,0.07563257217407227,3,1.8067208528518677,0.3109626770019531,0.3078606128692627,0.8714518547058105,0.2005319595336914,1.7677597999572754,0.4259219169616699,0.2739231586456299,0.5430831909179688,0.1560077667236328
