source_id,target_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
sdv-id-TmMwAz,sdv-id-ycjlhR,-2.4193093163613595,0.35953166920135493,0.9948675157952973,-0.5782731010579386,0.16432125094183325,-0.27610273190404994,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005361204915933282
sdv-id-kMWDtP,sdv-id-Maxrcr,-2.41931291112195,0.3603696461846215,0.9948675157952973,-0.5783444874119794,0.16432015657843205,-0.2761853272330544,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005360946341683437
sdv-id-PBnREa,sdv-id-ljopeo,-2.419310705246133,0.3598866173755626,0.9948675157952973,-0.5782974852784866,0.16432083930055388,-0.27612414265024215,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005361132667245833
sdv-id-rkcWaw,sdv-id-LMiEVz,-2.4193106235470285,0.3596920979863015,0.9948675157952973,-0.578274431523406,0.164321090301334,-0.2760840987681746,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.0053611022467458525
sdv-id-xfEkJt,sdv-id-zVczZp,-2.419308090874795,0.3590673769000191,0.9948675157952973,-0.5782356645123747,0.16432178306348705,-0.27603892402260516,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005361239138995763
sdv-id-dEfSZV,sdv-id-pBLAPn,-2.4193125843255325,0.3604164669544679,0.9948675157952973,-0.5783359999598603,0.16432027705880647,-0.2761674656556003,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005360995774995908
sdv-id-nyKjFt,sdv-id-TOuArA,-2.4193132379183675,0.3607661262676333,0.9948675157952973,-0.5783598336429735,0.16432005617812,-0.2761986366158225,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005360950144245938
sdv-id-bKQrSq,sdv-id-YoGHGl,-2.4192808850730536,0.35677727956928806,0.9948674036103637,-0.5778712087305619,0.16433074881135198,-0.27557737777495955,0.2979292353329831,1.3829365212038127,-0.08561339347627303,0.0053636043328694205
sdv-id-HDEQSZ,sdv-id-dhIutb,-2.4193006562563006,0.358197646251038,0.9948674970978084,-0.5781319570231014,0.16432370070944696,-0.27590509721442374,0.2979292353329831,1.3829365212038127,-0.08561340972936428,0.0053616117901205546
sdv-id-JyqJRC,sdv-id-ZIfHLL,-2.4193125843255325,0.36033209117132964,0.9948675157952973,-0.5783330178820887,0.1643202971388689,-0.276172480785339,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005360984367308419
sdv-id-dLnyia,sdv-id-kqpMuE,-2.419299022274214,0.358208305970968,0.9948674784003195,-0.5781135828362161,0.16432464447238013,-0.2758921736108663,0.2979292353329831,1.3829365212038127,-0.08561340647874602,0.005362022466870328
sdv-id-ghyrHp,sdv-id-MjBdhB,-2.4193125843255325,0.3605153768557415,0.9948675157952973,-0.5783419641154035,0.16432018669852566,-0.2761903809407142,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005360999577558409
sdv-id-riiqpH,sdv-id-kmYCNZ,-2.4192667511280046,0.355331883045164,0.9948673475178968,-0.5777861277578312,0.16433482506402072,-0.2753230721192859,0.2979292309416913,1.3829365212038127,-0.08561338047380003,0.005364448501743932
sdv-id-TLklGR,sdv-id-iQHmyS,-2.419252943979373,0.3545693440798636,0.9948674036103637,-0.577691228867514,0.16433492546433276,-0.27539926351339333,0.2979292353329831,1.3829365212038127,-0.08561339022565478,0.005363973181431711
sdv-id-YUIjfI,sdv-id-zikCsH,-2.4193068653882297,0.35912065500020773,0.9948675157952973,-0.5782134365634461,0.1643218734237679,-0.2760518476261626,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005361334203058218
sdv-id-Dbtzwj,sdv-id-xMqzHa,-2.4193111137416548,0.3598080019410788,0.9948675157952973,-0.5783063168165026,0.16432065857999223,-0.2761457077081186,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005361068023683371
sdv-id-awlgSX,sdv-id-dKsLQw,-2.4193134013165762,0.3608187073861342,0.9948675157952973,-0.5783688028153482,0.16431997585787037,-0.2762120231544328,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005360946341683437
sdv-id-DKfZQf,sdv-id-eOuplG,-2.419300002663466,0.3582929072481817,0.9948674970978084,-0.5781341591728404,0.1643238312298526,-0.275935805239593,0.2979292353329831,1.3829365212038127,-0.08561340972936428,0.005361741077245477
sdv-id-hyYarh,sdv-id-KSUEcZ,-2.4193102967506115,0.35969371744375234,0.9948675157952973,-0.578278010016732,0.16432097986099076,-0.27609709952757416,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005361147877495823
sdv-id-JzfhMx,sdv-id-EQBkPq,-2.4193134830156806,0.3608113480794902,0.9948675157952973,-0.578368917510647,0.16431995577780797,-0.2762134505375122,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005360931131433447
sdv-id-xCCuwE,sdv-id-VZuLbw,-2.4193134013165762,0.36079964288702865,0.9948675157952973,-0.5783675641061199,0.16431996581783917,-0.27620970847916876,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005360938736558435
sdv-id-ANlItD,sdv-id-WBNRSY,-2.419308172573899,0.3592180069424146,0.9948675157952973,-0.5782525935384937,0.16432159230289417,-0.27608722357978105,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005361277164620745
sdv-id-CjKPbh,sdv-id-sUjIkG,-2.419299022274214,0.3579841238610555,0.9948674970978084,-0.5781012645611133,0.16432469467253613,-0.2758382802551356,0.2979292353329831,1.3829365212038127,-0.08561340647874602,0.005361942613057863
sdv-id-EbCmPu,sdv-id-adYVqv,-2.419305231406143,0.35850995554552567,0.9948674970978084,-0.5781929749221209,0.16432285734682583,-0.2759822530565577,0.2979292353329831,1.3829365212038127,-0.08561340972936428,0.005361486305558133
sdv-id-klHtEg,sdv-id-smTkRS,-2.4192858687184176,0.35644992367012995,0.9948674597028305,-0.5779694108454876,0.16432840948408153,-0.27566043603901685,0.2979292353329831,1.3829365212038127,-0.08561339997750952,0.005362668902494955
sdv-id-Xdszrf,sdv-id-rOmjlu,-2.41930196344197,0.35867341825075993,0.9948674970978084,-0.5781914150660556,0.16432314850773075,-0.27600239073135463,0.2979292353329831,1.3829365212038127,-0.08561340972936428,0.005361760090057968
sdv-id-Uryugs,sdv-id-qfJBRH,-2.4193127477237413,0.3604869236033129,0.9948675157952973,-0.5783473318553924,0.16432020677858805,-0.2761923869926097,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005360988169870906
sdv-id-WSCFgg,sdv-id-SPmYgM,-2.4193123392282194,0.3602899442786833,0.9948675157952973,-0.5783302193167952,0.1643203473390249,-0.2761741396359449,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.00536100338012091
sdv-id-PcWTSf,sdv-id-UhXSuC,-2.419313319617472,0.36084047781414513,0.9948675157952973,-0.5783642150033919,0.16431999593793278,-0.2762119845765117,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005360950144245938
sdv-id-ItGfDa,sdv-id-tetmzv,-2.4193117673344897,0.35998919668042745,0.9948675157952973,-0.5783239110753553,0.16432042765927454,-0.27616881588283765,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005361007182683397
sdv-id-zhJivK,sdv-id-BYaVwA,-2.419303679123161,0.3586115098773203,0.9948674970978084,-0.5781858408745287,0.16432285734682583,-0.2760035094910656,0.2979292353329831,1.3829365212038127,-0.08561340972936428,0.005361627000370545
sdv-id-KsBTvd,sdv-id-qrkNav,-2.4191985323758907,0.3523642990144971,0.9948671044505406,-0.5771893451785486,0.16435621033048473,-0.2744929524137664,0.29792922215910767,1.3829365212038127,-0.08561332196267156,0.005367752928554542
sdv-id-fxabIf,sdv-id-mCwYtQ,-2.419313646413889,0.36110635582855305,0.9948675157952973,-0.5783796759296848,0.16431988549758952,-0.27622340364114745,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005360927328870946
sdv-id-yMDFjA,sdv-id-CyYDOF,-2.4193134830156806,0.36079910990103214,0.9948675157952973,-0.5783700185855166,0.16431993569774556,-0.2762157266348551,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005360931131433447
sdv-id-bqDRcv,sdv-id-PLWXpm,-2.41931291112195,0.36058487002990053,0.9948675157952973,-0.5783534565843542,0.16432013649836963,-0.2761933900185574,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005360988169870906
sdv-id-nDwXFZ,sdv-id-mzPTWL,-2.419298205283171,0.35806421525676035,0.9948674970978084,-0.5781012645611133,0.16432474487269216,-0.2758841494032844,0.2979292353329831,1.3829365212038127,-0.08561340972936428,0.005361904587432895
sdv-id-mzheVO,sdv-id-OTUBeq,-2.419312175830011,0.3602821749828113,0.9948675157952973,-0.578326778457828,0.16432043769930574,-0.27616985748670647,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005361037603183377
sdv-id-kOmlnZ,sdv-id-ktkjon,-2.4193114405380722,0.35991246719639286,0.9948675157952973,-0.5783067755976983,0.16432074894027307,-0.27612884915661223,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.00536104901087088
sdv-id-rIotpu,sdv-id-IksyHc,-2.4192973065930232,0.357698012878242,0.9948674970978084,-0.5781026867828198,0.1643243231913816,-0.27589552988999905,0.2979292353329831,1.3829365212038127,-0.08561340972936428,0.005362033874557817
sdv-id-jPjeWC,sdv-id-gGayIg,-2.4193018000437614,0.3580473646994864,0.9948674970978084,-0.5781166796092867,0.16432389147003984,-0.27589552988999905,0.2979292353329831,1.3829365212038127,-0.08561340972936428,0.005361585172183075
sdv-id-BGrkXn,sdv-id-luRwUY,-2.419312420927324,0.36043825788194017,0.9948675157952973,-0.57833707809567,0.1643203172189313,-0.2761720178502863,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005361022392933387
sdv-id-FQpTdy,sdv-id-XjehMv,-2.4193110320425504,0.3598380336520355,0.9948675157952973,-0.5782976458519051,0.16432064853996103,-0.27613367139674566,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.00536106422112087
sdv-id-VfLSPN,sdv-id-vcezgF,-2.4193114405380722,0.35990830580572786,0.9948675157952973,-0.5783099411879482,0.16432068870008584,-0.2761431615653281,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005361068023683371
sdv-id-lUEOsI,sdv-id-OOySSq,-2.4193084176712123,0.35927556943003663,0.9948675157952973,-0.5782347469499834,0.16432151198264455,-0.2760643854505093,0.2979292353329831,1.3829365212038127,-0.08561341297998253,0.005361189705683292
